bill_id,visit_id,insureprov_id,owner_id,duedate,billamount,remainderdue
5308,5918,,,6/24/09,588.6,0
5309,5919,,,6/24/09,458.58,0
5310,5920,,,6/24/09,710.74,0
5311,5921,,,6/25/09,893.42,0
5312,5922,,,6/25/09,589.54,0
5313,5923,,,6/25/09,325.95,0
5314,5924,,,6/25/09,532.02,0
5315,5925,,,6/26/09,452.11,0
5316,5926,,,6/26/09,583.22,0
5317,5927,,,6/26/09,860.23,0
5318,5929,,,6/27/09,226.74,0
5319,5930,,,6/27/09,175.94,0
5320,5931,,,6/27/09,133.44,0
5321,5932,,,6/27/09,80.84,0
5322,5933,,,6/28/09,274.29,0
5323,5934,,,6/28/09,474.05,0
5324,5936,,,6/28/09,426.05,0
5325,5937,,,6/29/09,273.88,0
5326,5938,,,6/29/09,37.49,0
5327,5939,,,6/29/09,188.8,0
5328,5940,,,6/29/09,772.14,0
5329,5941,,,6/30/09,21.7,0
5330,5942,,,6/30/09,22.75,0
5331,5943,,,6/30/09,435.03,0
5332,5944,,,6/30/09,211.4,0
5333,5945,,,7/1/09,795.72,0
5334,5946,,,7/1/09,51.85,0
5335,5947,,,7/1/09,732.18,0
5336,5948,,,7/1/09,223.26,0
5337,5949,,,7/2/09,894.65,0
5338,5950,,,7/2/09,614.97,0
5339,5951,,,7/2/09,168.82,0
5340,5952,,,7/2/09,57.54,0
5341,5953,,,7/3/09,60.36,0
5342,5955,,,7/3/09,492.69,0
5343,5956,,,7/3/09,13.49,0
5344,5957,,,7/4/09,553.2,0
5345,5961,,,7/5/09,235.85,0
5346,5962,,,7/5/09,69.4,0
5347,5963,,,7/5/09,805.04,0
5348,5964,,,7/5/09,191.59,0
5349,5965,,,7/6/09,400.65,0
5350,5966,,,7/6/09,469.28,0
5351,5968,,,7/6/09,871.37,0
5352,5969,,,7/7/09,274.33,0
5353,5970,,,7/7/09,290.9,0
5354,5971,,,7/7/09,411.42,0
5355,5972,,,7/7/09,791.8,0
5356,5973,,,7/8/09,702.23,0
5357,5974,,,7/8/09,357.71,0
5358,5975,,,7/8/09,800.73,0
5359,5976,,,7/8/09,561.2,0
5360,5977,,,7/9/09,206.09,0
5361,5978,,,7/9/09,207.18,0
5362,5979,,,7/9/09,68.4,0
5363,5980,,,7/9/09,567.6,0
5364,5981,,,7/10/09,859.67,0
5365,5982,,,7/10/09,631.96,0
5366,5983,,,7/10/09,809.17,0
5367,5984,,,7/10/09,319.56,0
5368,5985,,,7/11/09,226.49,0
5369,5986,,,7/11/09,20.46,0
5370,5987,,,7/11/09,859.27,0
5371,5988,,,7/11/09,619.75,0
5372,5989,,,7/12/09,129.44,0
5373,5990,,,7/12/09,658.31,0
5374,5991,,,7/12/09,540.26,0
5375,5992,,,7/12/09,466.76,0
5376,5993,,,7/13/09,354.51,0
5377,5994,,,7/13/09,191.25,0
5378,5995,,,7/13/09,34.86,0
5379,5996,,,7/13/09,259.55,0
5380,5997,,,7/14/09,106.74,0
5381,5999,,,7/14/09,614.82,0
5382,6000,,,7/14/09,151.41,0
5383,6001,,,7/15/09,371.43,0
5384,6002,,,7/15/09,780.79,0
5385,6003,,,7/15/09,750.56,0
5386,6004,,,7/15/09,633.51,0
5387,6005,,,7/16/09,849.5,0
5388,6006,,,7/16/09,834.97,0
5389,6007,,,7/16/09,752.16,0
5390,6008,,,7/16/09,794.74,0
5391,6009,,,7/17/09,484.77,0
5392,6010,,,7/17/09,831.28,0
5393,6011,,,7/17/09,74.27,0
5394,6012,,,7/17/09,752.11,0
5395,6013,,,7/18/09,445.39,0
5396,6014,,,7/18/09,24.23,0
5397,6015,,,7/18/09,401.21,0
5398,6016,,,7/18/09,846.77,0
5399,6017,,,7/19/09,485.37,0
5400,6018,,,7/19/09,832.91,0
5401,6019,,,7/19/09,727.34,0
5402,6020,,,7/19/09,763.04,0
5403,6021,,,7/20/09,231.48,0
5404,6022,,,7/20/09,293.5,0
5405,6023,,,7/20/09,405.8,0
5406,6024,,,7/20/09,80.45,0
5407,6025,,,7/21/09,86.79,0
5408,6026,,,7/21/09,135.01,0
5409,6027,,,7/21/09,754.71,0
5410,6028,,,7/21/09,16.4,0
5411,6029,,,7/22/09,350.87,0
5412,6030,,,7/22/09,736.15,0
5413,6031,,,7/22/09,380.92,0
5414,6032,,,7/22/09,25.53,0
5415,6033,,,7/23/09,835.74,0
5416,6034,,,7/23/09,497.31,0
5417,6035,,,7/23/09,55.04,0
5418,6036,,,7/23/09,218.56,0
5419,6037,,,7/24/09,543.72,0
5420,6038,,,7/24/09,415.99,0
5421,6039,,,7/24/09,214.73,0
5422,6040,,,7/24/09,30.77,0
5423,6041,,,7/25/09,84.05,0
5424,6042,,,7/25/09,771.89,0
5425,6044,,,7/25/09,751.77,0
5426,6045,,,7/26/09,220.95,0
5427,6046,,,7/26/09,352.38,0
5428,6047,,,7/26/09,488.65,0
5429,6049,,,7/27/09,840.73,0
5430,6050,,,7/27/09,767.49,0
5431,6051,,,7/27/09,612.39,0
5432,6052,,,7/27/09,492.38,0
5433,6054,,,7/28/09,708.48,0
5434,6055,,,7/28/09,646.12,0
5435,6056,,,7/28/09,201.48,0
5436,6057,,,7/29/09,109.46,0
5437,6058,,,7/29/09,586.59,0
5438,6059,,,7/29/09,591.5,0
5439,6060,,,7/29/09,654.87,0
5440,6061,,,7/30/09,340.87,0
5441,6062,,,7/30/09,664.58,0
5442,6063,,,7/30/09,70.43,0
5443,6064,,,7/30/09,154.75,0
5444,6065,,,7/31/09,730.6,0
5445,6066,,,7/31/09,534.64,0
5446,6067,,,7/31/09,450.29,0
5447,6068,,,7/31/09,305.7,0
5448,6069,,,8/1/09,757,0
5449,6070,,,8/1/09,446.87,0
5450,6072,,,8/1/09,860.66,0
5451,6073,,,8/2/09,426,0
5452,6074,,,8/2/09,515.2,0
5453,6075,,,8/2/09,792.73,0
5454,6076,,,8/2/09,139.02,0
5455,6078,,,8/3/09,262.92,0
5456,6080,,,8/3/09,668.62,0
5457,6081,,,8/4/09,110.89,0
5458,6082,,,8/4/09,408.66,0
5459,6083,,,8/4/09,128.57,0
5460,6084,,,8/4/09,352.09,0
5461,6085,,,8/5/09,729.77,0
5462,6086,,,8/5/09,198.97,0
5463,6087,,,8/5/09,474.63,0
5464,6088,,,8/5/09,442.68,0
5465,6089,,,8/6/09,247.39,0
5466,6090,,,8/6/09,144.53,0
5467,6091,,,8/6/09,116.85,0
5468,6092,,,8/6/09,184.92,0
5469,6093,,,8/7/09,799.87,0
5470,6094,,,8/7/09,467.21,0
5471,6095,,,8/7/09,594.49,0
5472,6097,,,8/8/09,447.23,0
5473,6098,,,8/8/09,586.43,0
5474,6101,,,8/9/09,527.26,0
5475,6102,,,8/9/09,138.88,0
5476,6103,,,8/9/09,711.1,0
5477,6104,,,8/9/09,408.13,0
5478,6105,,,8/10/09,861.12,0
5479,6106,,,8/10/09,664.98,0
5480,6107,,,8/10/09,384.17,0
5481,6108,,,8/10/09,355.74,0
5482,6109,,,8/11/09,876.79,0
5483,6110,,,8/11/09,848.34,0
5484,6111,,,8/11/09,134.69,0
5485,6112,,,8/11/09,28.05,0
5486,6113,,,8/12/09,350.24,0
5487,6114,,,8/12/09,880.36,0
5488,6115,,,8/12/09,102.28,0
5489,6116,,,8/12/09,179.99,0
5490,6117,,,8/13/09,732.19,0
5491,6118,,,8/13/09,325.38,0
5492,6121,,,8/14/09,862.91,0
5493,6123,,,8/14/09,527.26,0
5494,6124,,,8/14/09,777.18,0
5495,6125,,,8/15/09,102.8,0
5496,6128,,,8/15/09,142.9,0
5497,6129,,,8/16/09,255.34,0
5498,6130,,,8/16/09,882.32,0
5499,6131,,,8/16/09,252.43,0
5500,6132,,,8/16/09,792.71,0
5501,6133,,,8/17/09,572.78,0
5502,6134,,,8/17/09,748.22,0
5503,6135,,,8/17/09,799.67,0
5504,6136,,,8/17/09,6.47,0
5505,6138,,,8/18/09,138.41,0
5506,6139,,,8/18/09,361.04,0
5507,6140,,,8/18/09,597.16,0
5508,6141,,,8/19/09,136.38,0
5509,6143,,,8/19/09,184.39,0
5510,6144,,,8/19/09,637.77,0
5511,6145,,,8/20/09,280.31,0
5512,6146,,,8/20/09,676.38,0
5513,6147,,,8/20/09,829.1,0
5514,6148,,,8/20/09,815.38,0
5515,6149,,,8/21/09,272.21,0
5516,6150,,,8/21/09,826.91,0
5517,6151,,,8/21/09,365.96,0
5518,6152,,,8/21/09,843.78,0
5519,6153,,,8/22/09,218.47,0
5520,6154,,,8/22/09,274.86,0
5521,6155,,,8/22/09,695.18,0
5522,6156,,,8/22/09,120.82,0
5523,6157,,,8/23/09,106.34,0
5524,6158,,,8/23/09,683.53,0
5525,6159,,,8/23/09,589.18,0
5526,6160,,,8/23/09,318.37,0
5527,6161,,,8/24/09,446.16,0
5528,6162,,,8/24/09,55.95,0
5529,6163,,,8/24/09,756.47,0
5530,6164,,,8/24/09,677.76,0
5531,6165,,,8/25/09,638.82,0
5532,6167,,,8/25/09,764.91,0
5533,6168,,,8/25/09,796.41,0
5534,6169,,,8/26/09,332.98,0
5535,6170,,,8/26/09,84.52,0
5536,6171,,,8/26/09,649.21,0
5537,6174,,,8/27/09,755.85,0
5538,6175,,,8/27/09,159.81,0
5539,6176,,,8/27/09,657.8,0
5540,6177,,,8/28/09,71.42,0
5541,6178,,,8/28/09,798.56,0
5542,6179,,,8/28/09,435.21,0
5543,6180,,,8/28/09,776.62,0
5544,6181,,,8/29/09,173.98,0
5545,6182,,,8/29/09,814.53,0
5546,6183,,,8/29/09,195.04,0
5547,6185,,,8/30/09,349.61,0
5548,6186,,,8/30/09,517.66,0
5549,6187,,,8/30/09,199.24,0
5550,6188,,,8/30/09,461.5,0
5551,6189,,,8/31/09,552.36,0
5552,6191,,,8/31/09,846.74,0
5553,6192,,,8/31/09,109.33,0
5554,6193,,,9/1/09,828.41,0
5555,6194,,,9/1/09,677.45,0
5556,6195,,,9/1/09,560.23,0
5557,6196,,,9/1/09,496.98,0
5558,6198,,,9/2/09,264.48,0
5559,6199,,,9/2/09,868.62,0
5560,6200,,,9/2/09,484.91,0
5561,6201,,,9/3/09,792.21,0
5562,6202,,,9/3/09,437.13,0
5563,6203,,,9/3/09,416.35,0
5564,6204,,,9/3/09,496.46,0
5565,6205,,,9/4/09,297.93,0
5566,6206,,,9/4/09,123.46,0
5567,6208,,,9/4/09,817.34,0
5568,6209,,,9/5/09,258.13,0
5569,6210,,,9/5/09,453.24,0
5570,6211,,,9/5/09,252.49,0
5571,6212,,,9/5/09,799.62,0
5572,6213,,,9/6/09,305.76,0
5573,6214,,,9/6/09,241.75,0
5574,6216,,,9/6/09,431.54,0
5575,6217,,,9/7/09,74.21,0
5576,6218,,,9/7/09,848.98,0
5577,6219,,,9/7/09,600.15,0
5578,6220,,,9/7/09,52.47,0
5579,6221,,,9/8/09,635.44,0
5580,6223,,,9/8/09,393.57,0
5581,6224,,,9/8/09,823.61,0
5582,6225,,,9/9/09,634.7,0
5583,6226,,,9/9/09,343.97,0
5584,6227,,,9/9/09,850.17,0
5585,6228,,,9/9/09,268.86,0
5586,6229,,,9/10/09,43.07,0
5587,6230,,,9/10/09,424.37,0
5588,6231,,,9/10/09,538.67,0
5589,6232,,,9/10/09,877.79,0
5590,6233,,,9/11/09,668.44,0
5591,6234,,,9/11/09,780.62,0
5592,6235,,,9/11/09,500.73,0
5593,6236,,,9/11/09,859.15,0
5594,6238,,,9/12/09,443.06,0
5595,6239,,,9/12/09,713.29,0
5596,6240,,,9/12/09,466.05,0
5597,6241,,,9/13/09,859.52,0
5598,6242,,,9/13/09,481.27,0
5599,6243,,,9/13/09,887.26,0
5600,6244,,,9/13/09,750.83,0
5601,6245,,,9/14/09,504.29,0
5602,6246,,,9/14/09,639.47,0
5603,6248,,,9/14/09,17.9,0
5604,6249,,,9/15/09,291.36,0
5605,6250,,,9/15/09,298.13,0
5606,6253,,,9/16/09,806.58,0
5607,6254,,,9/16/09,206.97,0
5608,6255,,,9/16/09,103.71,0
5609,6256,,,9/16/09,158.69,0
5610,6257,,,9/17/09,272.76,0
5611,6259,,,9/17/09,514.63,0
5612,6260,,,9/17/09,224.42,0
5613,6261,,,9/18/09,693.85,0
5614,6262,,,9/18/09,191.97,0
5615,6263,,,9/18/09,721.22,0
5616,6265,,,9/19/09,11.12,0
5617,6266,,,9/19/09,774.79,0
5618,6267,,,9/19/09,260.09,0
5619,6268,,,9/19/09,381.8,0
5620,6269,,,9/20/09,427.59,0
5621,6270,,,9/20/09,355.96,0
5622,6271,,,9/20/09,259.39,0
5623,6272,,,9/20/09,75.2,0
5624,6274,,,9/21/09,858.95,0
5625,6275,,,9/21/09,794.3,0
5626,6276,,,9/21/09,242.96,0
5627,6278,,,9/22/09,202.1,0
5628,6280,,,9/22/09,697.41,0
5629,6281,,,9/23/09,527.58,0
5630,6283,,,9/23/09,617.98,0
5631,6284,,,9/23/09,359.83,0
5632,6285,,,9/24/09,84.01,0
5633,6286,,,9/24/09,609.68,0
5634,6287,,,9/24/09,346.41,0
5635,6288,,,9/24/09,876.77,0
5636,6289,,,9/25/09,854.21,0
5637,6290,,,9/25/09,89.32,0
5638,6291,,,9/25/09,348.25,0
5639,6293,,,9/26/09,237.45,0
5640,6294,,,9/26/09,212.74,0
5641,6296,,,9/26/09,848.99,0
5642,6297,,,9/27/09,175.73,0
5643,6298,,,9/27/09,115.42,0
5644,6299,,,9/27/09,738.49,0
5645,6300,,,9/27/09,220.86,0
5646,6301,,,9/28/09,73.58,0
5647,6302,,,9/28/09,893.96,0
5648,6304,,,9/28/09,89.52,0
5649,6306,,,9/29/09,832.29,0
5650,6307,,,9/29/09,30.55,0
5651,6308,,,9/29/09,724.27,0
5652,6309,,,9/30/09,86.18,0
5653,6310,,,9/30/09,494.79,0
5654,6311,,,9/30/09,209.01,0
5655,6312,,,9/30/09,193.91,0
5656,6313,,,10/1/09,14.61,0
5657,6314,,,10/1/09,726.68,0
5658,6315,,,10/1/09,235.02,0
5659,6316,,,10/1/09,558.99,0
5660,6317,,,10/2/09,592.48,0
5661,6318,,,10/2/09,21.95,0
5662,6320,,,10/2/09,437.28,0
5663,6321,,,10/3/09,573.19,0
5664,6322,,,10/3/09,750.83,0
5665,6323,,,10/3/09,578.3,0
5666,6324,,,10/3/09,743.4,0
5667,6326,,,10/4/09,177.76,0
5668,6327,,,10/4/09,663.34,0
5669,6328,,,10/4/09,469.57,0
5670,6329,,,10/5/09,209.96,0
5671,6330,,,10/5/09,151.26,0
5672,6331,,,10/5/09,413.94,0
5673,6332,,,10/5/09,405.95,0
5674,6333,,,10/6/09,322.51,0
5675,6334,,,10/6/09,491.61,0
5676,6336,,,10/6/09,734.9,0
5677,6337,,,10/7/09,529.76,0
5678,6338,,,10/7/09,502.78,0
5679,6339,,,10/7/09,405.69,0
5680,6340,,,10/7/09,808.73,0
5681,6341,,,10/8/09,850.78,0
5682,6342,,,10/8/09,452.82,0
5683,6343,,,10/8/09,69.15,0
5684,6344,,,10/8/09,666.68,0
5685,6345,,,10/9/09,738.76,0
5686,6346,,,10/9/09,241.68,0
5687,6347,,,10/9/09,655.21,0
5688,6348,,,10/9/09,35.14,0
5689,6349,,,10/10/09,619.52,0
5690,6350,,,10/10/09,31.21,0
5691,6351,,,10/10/09,351.65,0
5692,6352,,,10/10/09,296.4,0
5693,6353,,,10/11/09,815.42,0
5694,6354,,,10/11/09,441.88,0
5695,6355,,,10/11/09,589.63,0
5696,6356,,,10/11/09,853.42,0
5697,6357,,,10/12/09,39.8,0
5698,6358,,,10/12/09,662.21,0
5699,6360,,,10/12/09,756.5,0
5700,6361,,,10/13/09,196.49,0
5701,6362,,,10/13/09,405.33,0
5702,6363,,,10/13/09,584.22,0
5703,6364,,,10/13/09,614.8,0
5704,6365,,,10/14/09,709.65,0
5705,6366,,,10/14/09,351.18,0
5706,6367,,,10/14/09,470.87,0
5707,6368,,,10/14/09,276.04,0
5708,6369,,,10/15/09,457.23,0
5709,6371,,,10/15/09,433.75,0
5710,6372,,,10/15/09,279.44,0
5711,6375,,,10/16/09,403.33,0
5712,6376,,,10/16/09,463.35,0
5713,6377,,,10/17/09,256.47,0
5714,6378,,,10/17/09,607.81,0
5715,6379,,,10/17/09,59.91,0
5716,6380,,,10/17/09,654.58,0
5717,6381,,,10/18/09,790.76,0
5718,6382,,,10/18/09,642.29,0
5719,6383,,,10/18/09,794.33,0
5720,6384,,,10/18/09,797.74,0
5721,6385,,,10/19/09,159.68,0
5722,6386,,,10/19/09,382.03,0
5723,6387,,,10/19/09,66.19,0
5724,6388,,,10/19/09,298.07,0
5725,6389,,,10/20/09,229.77,0
5726,6390,,,10/20/09,811.9,0
5727,6391,,,10/20/09,648.83,0
5728,6392,,,10/20/09,641.11,0
5729,6393,,,10/21/09,400.76,0
5730,6394,,,10/21/09,854.34,0
5731,6395,,,10/21/09,267.47,0
5732,6396,,,10/21/09,623.74,0
5733,6398,,,10/22/09,817.99,0
5734,6399,,,10/22/09,393.25,0
5735,6400,,,10/22/09,221.63,0
5736,6401,,,10/23/09,619.8,0
5737,6402,,,10/23/09,284.6,0
5738,6403,,,10/23/09,283.53,0
5739,6404,,,10/23/09,337.95,0
5740,6405,,,10/24/09,362.21,0
5741,6406,,,10/24/09,659.81,0
5742,6407,,,10/24/09,459.41,0
5743,6408,,,10/24/09,387.79,0
5744,6409,,,10/25/09,419.63,0
5745,6410,,,10/25/09,799.84,0
5746,6411,,,10/25/09,206.2,0
5747,6412,,,10/25/09,295.54,0
5748,6413,,,10/26/09,105.15,0
5749,6414,,,10/26/09,49.21,0
5750,6415,,,10/26/09,16.42,0
5751,6416,,,10/26/09,864.07,0
5752,6417,,,10/27/09,146.26,0
5753,6418,,,10/27/09,37.97,0
5754,6419,,,10/27/09,672.62,0
5755,6421,,,10/28/09,773.51,0
5756,6422,,,10/28/09,70.94,0
5757,6424,,,10/28/09,647.16,0
5758,6425,,,10/29/09,727.2,0
5759,6426,,,10/29/09,512.08,0
5760,6427,,,10/29/09,61.55,0
5761,6429,,,10/30/09,316.17,0
5762,6430,,,10/30/09,436.98,0
5763,6431,,,10/30/09,88.97,0
5764,6432,,,10/30/09,634.74,0
5765,6434,,,10/31/09,699.41,0
5766,6436,,,10/31/09,865.34,0
5767,6437,,,11/1/09,201.05,0
5768,6438,,,11/1/09,837.68,0
5769,6439,,,11/1/09,856.65,0
5770,6440,,,11/1/09,182.46,0
5771,6441,,,11/2/09,617.2,0
5772,6443,,,11/2/09,355.82,0
5773,6444,,,11/2/09,544.92,0
5774,6445,,,11/3/09,881.69,0
5775,6447,,,11/3/09,540.91,0
5776,6448,,,11/3/09,556.23,0
5777,6449,,,11/4/09,594.91,0
5778,6450,,,11/4/09,658.61,0
5779,6451,,,11/4/09,755.23,0
5780,6452,,,11/4/09,468.23,0
5781,6453,,,11/5/09,274.09,0
5782,6454,,,11/5/09,49.87,0
5783,6455,,,11/5/09,584.63,0
5784,6456,,,11/5/09,120.96,0
5785,6457,,,11/6/09,173.87,0
5786,6458,,,11/6/09,727.31,0
5787,6459,,,11/6/09,771.24,0
5788,6460,,,11/6/09,417.57,0
5789,6461,,,11/7/09,416.04,0
5790,6463,,,11/7/09,690.05,0
5791,6464,,,11/7/09,834.57,0
5792,6465,,,11/8/09,874.53,0
5793,6466,,,11/8/09,421.28,0
5794,6467,,,11/8/09,491.64,0
5795,6468,,,11/8/09,883.64,0
5796,6469,,,11/9/09,527.5,0
5797,6470,,,11/9/09,398.52,0
5798,6471,,,11/9/09,254.87,0
5799,6472,,,11/9/09,400.09,0
5800,6474,,,11/10/09,223.67,0
5801,6475,,,11/10/09,810.7,0
5802,6476,,,11/10/09,442.2,0
5803,6477,,,11/11/09,353.33,0
5804,6478,,,11/11/09,225.54,0
5805,6479,,,11/11/09,543.8,0
5806,6480,,,11/11/09,706.52,0
5807,6481,,,11/12/09,64.11,0
5808,6483,,,11/12/09,775.7,0
5809,6484,,,11/12/09,556.39,0
5810,6485,,,11/13/09,343.2,0
5811,6487,,,11/13/09,761.13,0
5812,6488,,,11/13/09,368.3,0
5813,6489,,,11/14/09,580.77,0
5814,6490,,,11/14/09,24.01,0
5815,6491,,,11/14/09,242.14,0
5816,6492,,,11/14/09,220.64,0
5817,6493,,,11/15/09,490.24,0
5818,6494,,,11/15/09,451.89,0
5819,6495,,,11/15/09,521.46,0
5820,6496,,,11/15/09,442.18,0
5821,6497,,,11/16/09,659.73,0
5822,6498,,,11/16/09,665.25,0
5823,6499,,,11/16/09,257.5,0
5824,6500,,,11/16/09,493.21,0
5825,6502,,,11/17/09,566.05,0
5826,6503,,,11/17/09,633.69,0
5827,6504,,,11/17/09,409.11,0
5828,6505,,,11/18/09,828.77,0
5829,6506,,,11/18/09,66.75,0
5830,6507,,,11/18/09,683.24,0
5831,6508,,,11/18/09,389.82,0
5832,6509,,,11/19/09,88.73,0
5833,6510,,,11/19/09,777.04,0
5834,6511,,,11/19/09,491.38,0
5835,6512,,,11/19/09,800.68,0
5836,6513,,,11/20/09,92.66,0
5837,6514,,,11/20/09,747.29,0
5838,6515,,,11/20/09,493.02,0
5839,6516,,,11/20/09,702.82,0
5840,6517,,,11/21/09,783.83,0
5841,6518,,,11/21/09,478.63,0
5842,6519,,,11/21/09,342.91,0
5843,6520,,,11/21/09,195.65,0
5844,6521,,,11/22/09,855.11,0
5845,6522,,,11/22/09,573.17,0
5846,6523,,,11/22/09,607.71,0
5847,6525,,,11/23/09,96.39,0
5848,6527,,,11/23/09,806.8,0
5849,6528,,,11/23/09,661.81,0
5850,6529,,,11/24/09,823.02,0
5851,6530,,,11/24/09,634.59,0
5852,6531,,,11/24/09,455.81,0
5853,6532,,,11/24/09,9.78,0
5854,6533,,,11/25/09,220.41,0
5855,6534,,,11/25/09,438.04,0
5856,6535,,,11/25/09,855.34,0
5857,6536,,,11/25/09,813.13,0
5858,6537,,,11/26/09,618.72,0
5859,6538,,,11/26/09,74.32,0
5860,6539,,,11/26/09,159.07,0
5861,6540,,,11/26/09,93.91,0
5862,6541,,,11/27/09,856.19,0
5863,6542,,,11/27/09,671.31,0
5864,6544,,,11/27/09,519.38,0
5865,6545,,,11/28/09,871.49,0
5866,6546,,,11/28/09,459.59,0
5867,6547,,,11/28/09,883.05,0
5868,6549,,,11/29/09,629.82,0
5869,6550,,,11/29/09,343.99,0
5870,6551,,,11/29/09,95.39,0
5871,6552,,,11/29/09,677,0
5872,6553,,,11/30/09,316.16,0
5873,6554,,,11/30/09,172.77,0
5874,6555,,,11/30/09,835.98,0
5875,6556,,,11/30/09,349.98,0
5876,6559,,,12/1/09,785.91,0
5877,6560,,,12/1/09,657.71,0
5878,6561,,,12/2/09,356.19,0
5879,6562,,,12/2/09,48.84,0
5880,6563,,,12/2/09,218.17,0
5881,6564,,,12/2/09,156.18,0
5882,6565,,,12/3/09,59.94,0
5883,6567,,,12/3/09,815.38,0
5884,6568,,,12/3/09,761.92,0
5885,6571,,,12/4/09,814.14,0
5886,6572,,,12/4/09,667.62,0
5887,6573,,,12/5/09,786.12,0
5888,6574,,,12/5/09,441.63,0
5889,6575,,,12/5/09,423.7,0
5890,6576,,,12/5/09,430.72,0
5891,6577,,,12/6/09,3.3,0
5892,6578,,,12/6/09,219.04,0
5893,6579,,,12/6/09,486.85,0
5894,6580,,,12/6/09,505.13,0
5895,6581,,,12/7/09,201.55,0
5896,6582,,,12/7/09,497.93,0
5897,6583,,,12/7/09,292.25,0
5898,6584,,,12/7/09,568.63,0
5899,6585,,,12/8/09,194.34,0
5900,6586,,,12/8/09,788.19,0
5901,6587,,,12/8/09,328.6,0
5902,6588,,,12/8/09,147.49,0
5903,6589,,,12/9/09,350.25,0
5904,6590,,,12/9/09,704.03,0
5905,6591,,,12/9/09,155.09,0
5906,6592,,,12/9/09,163.09,0
5907,6593,,,12/10/09,264.07,0
5908,6594,,,12/10/09,556.93,0
5909,6595,,,12/10/09,272.3,0
5910,6596,,,12/10/09,85.05,0
5911,6598,,,12/11/09,188.63,0
5912,6599,,,12/11/09,459.79,0
5913,6600,,,12/11/09,526.42,0
5914,6601,,,12/12/09,205.15,0
5915,6602,,,12/12/09,463.93,0
5916,6603,,,12/12/09,290.63,0
5917,6604,,,12/12/09,169.3,0
5918,6605,,,12/13/09,52.23,0
5919,6607,,,12/13/09,470.63,0
5920,6608,,,12/13/09,71.94,0
5921,6609,,,12/14/09,99.15,0
5922,6611,,,12/14/09,583.5,0
5923,6612,,,12/14/09,870.72,0
5924,6613,,,12/15/09,850.79,0
5925,6614,,,12/15/09,893.48,0
5926,6615,,,12/15/09,92.06,0
5927,6616,,,12/15/09,767.44,0
5928,6617,,,12/16/09,406.02,0
5929,6618,,,12/16/09,657.58,0
5930,6619,,,12/16/09,145.16,0
5931,6620,,,12/16/09,780.22,0
5932,6621,,,12/17/09,780.38,0
5933,6622,,,12/17/09,81.5,0
5934,6623,,,12/17/09,270.47,0
5935,6624,,,12/17/09,524.35,0
5936,6625,,,12/18/09,262.56,0
5937,6626,,,12/18/09,264.71,0
5938,6627,,,12/18/09,173.36,0
5939,6628,,,12/18/09,618.53,0
5940,6629,,,12/19/09,186.54,0
5941,6630,,,12/19/09,640.05,0
5942,6631,,,12/19/09,51.74,0
5943,6632,,,12/19/09,287.4,0
5944,6633,,,12/20/09,161.12,0
5945,6634,,,12/20/09,839.08,0
5946,6635,,,12/20/09,74.57,0
5947,6636,,,12/20/09,582.16,0
5948,6637,,,12/21/09,301.97,0
5949,6638,,,12/21/09,622.21,0
5950,6639,,,12/21/09,195.6,0
5951,6640,,,12/21/09,362.07,0
5952,6641,,,12/22/09,345.8,0
5953,6642,,,12/22/09,459.28,0
5954,6643,,,12/22/09,729.34,0
5955,6644,,,12/22/09,733.39,0
5956,6645,,,12/23/09,264.91,0
5957,6646,,,12/23/09,519.48,0
5958,6647,,,12/23/09,612.4,0
5959,6648,,,12/23/09,401.8,0
5960,6649,,,12/24/09,752.69,0
5961,6650,,,12/24/09,300.6,0
5962,6651,,,12/24/09,856.88,0
5963,6652,,,12/24/09,427.27,0
5964,6653,,,12/25/09,536.83,0
5965,6654,,,12/25/09,653.39,0
5966,6655,,,12/25/09,897.34,0
5967,6656,,,12/25/09,856.28,0
5968,6658,,,12/26/09,82.88,0
5969,6659,,,12/26/09,882.7,0
5970,6660,,,12/26/09,500.95,0
5971,6661,,,12/27/09,824.65,0
5972,6662,,,12/27/09,28.41,0
5973,6663,,,12/27/09,638.42,0
5974,6664,,,12/27/09,742.06,0
5975,6665,,,12/28/09,738.92,0
5976,6666,,,12/28/09,668.9,0
5977,6667,,,12/28/09,424.97,0
5978,6668,,,12/28/09,806.58,0
5979,6669,,,12/29/09,801.26,0
5980,6670,,,12/29/09,615.42,0
5981,6672,,,12/29/09,5.95,0
5982,6673,,,12/30/09,80.31,0
5983,6674,,,12/30/09,404.32,0
5984,6675,,,12/30/09,790.9,0
5985,6677,,,12/31/09,229.13,0
5986,6678,,,12/31/09,402.34,0
5987,6679,,,12/31/09,206.25,0
5988,6680,,,12/31/09,14.58,0
5989,6681,,,1/1/10,93.81,0
5990,6684,,,1/1/10,546.37,0
5991,6685,,,1/2/10,662.42,0
5992,6686,,,1/2/10,325.66,0
5993,6687,,,1/2/10,291.36,0
5994,6688,,,1/2/10,607.75,0
5995,6689,,,1/3/10,450.86,0
5996,6690,,,1/3/10,723.65,0
5997,6691,,,1/3/10,380.48,0
5998,6692,,,1/3/10,318.42,0
5999,6693,,,1/4/10,355.21,0
6000,6694,,,1/4/10,19.89,0
6001,6695,,,1/4/10,576.15,0
6002,6696,,,1/4/10,772.94,0
6003,6697,,,1/5/10,842.72,0
6004,6698,,,1/5/10,233.1,0
6005,6699,,,1/5/10,55.25,0
